ml_score,tilt,distance,label
0.30643496,1.5623399611942004,0.0
0.98046416,1.3187593372371054,0.0
0.953811,0.8613212112483815,0.0
0.99423283,1.0362875940365337,0.0
0.9983922,1.2655880696606394,0.0
0.98999774,1.1581855496361746,0.0
0.9957342,0.7254201872205868,0.0
0.9975868,0.9257371610247149,0.0
0.98682857,0.951822540051748,0.0
0.9544507,0.6817589500423831,0.0
0.9540449,0.15089960190113602,0.0
0.98382235,0.6976122485289837,0.0
0.08318831,1.9162726656327094,0.0
0.47641337,2.334469718116692,0.0
0.25435352,2.307844284469954,0.0
0.9947269,4.616598937902479,0.0
0.9999524,5.513822737850864,0.0
0.99983037,6.060976178319527,0.0
0.99998456,10.436867821110228,0.0
0.9996673,8.285709080957812,0.0
0.9970601,7.121912869715554,0.0
0.99998784,7.126278522478152,0.0
0.99971324,7.789373095780514,0.0
0.99982077,6.883022839427954,0.0
0.99954313,7.096828365548944,0.0
0.99976265,6.366616914737414,0.0
0.9800998,5.018845599536946,0.0
0.99278724,3.101674173259939,0.0
0.9970664,2.3474169735279515,0.0
0.9987117,2.3730274967008578,0.0
0.97860867,2.219970686350173,0.0
0.99507123,2.8483335119860036,0.0
0.99582785,3.0046324763217513,0.0
0.7337967,3.093359433570088,0.0
0.037519615,2.867680243513015,0.0
0.3971323,2.06365308936596,0.0
0.008016027,1.2835455645631961,0.0
0.28013948,0.5604567701768972,0.0
0.12599646,0.3817557375866899,0.0
0.05585717,0.7183319844679164,0.0
0.038823854,0.24538302405016518,0.0
0.3242082,1.273472019017772,0.0
0.20076247,0.7900066299883031,0.0
0.2309421,1.3818265155194434,0.0
0.29006132,1.587373721478996,0.0
0.95787555,1.2648381301209737,0.0
0.14161934,1.2749583374721227,0.0
0.11561997,1.2598123829478318,0.0
0.43649605,1.1363969343671565,0.0
0.52708787,1.717419562115104,0.0
0.3157889,1.7324561471488722,0.0
0.6150308,1.8913587835487309,0.0
0.06981832,1.6248669017360973,0.0
6.8052586e-06,1.4508830502319887,0.0
1.30456e-06,1.2124771625198159,0.0
3.7840078e-08,0.5077498768844482,0.0
0.0027591018,0.6190142747924819,0.0
0.00012165505,0.08568980916886881,0.0
5.6446538e-08,0.4577224742833848,0.0
0.00037671064,0.386151927005014,0.0
8.94837e-06,0.4017555915288701,0.0
1.3912993e-05,0.1747551317853033,0.0
9.145507e-06,6.692027763351226,0.0
4.5234685e-08,0.3203982858505382,0.0
2.0396497e-07,0.9457934156814819,0.0
1.7362052e-07,1.1174638280660418,0.0
5.4336044e-07,1.0386706172694404,0.0
1.8331997e-05,0.3952609083044712,0.0
6.462536e-07,0.4694520483595394,0.0
1.341419e-05,0.29149790121124963,0.0
2.2249218e-07,1.0990927358259635,0.0
3.1605177e-07,0.15652092770765189,0.0
1.6652253e-07,0.1530826570673843,0.0
1.472173e-08,1.4129641951066785,0.0
5.900789e-07,0.800066259400025,0.0
5.490062e-07,0.4116248227217392,0.0
4.236566e-07,0.9687750680311776,0.0
0.0006340119,0.265204799881596,0.0
0.0011136024,0.8693097189602467,0.0
0.0005196049,0.9344142490915164,0.0
0.00025696674,0.5908546242456193,0.0
0.00026947915,0.3620814220278561,0.0
6.7813658e-06,0.6394811765843424,0.0
7.950233e-05,0.37600532308910906,0.0
3.262175e-05,0.008897214022819155,0.0
4.4915745e-05,0.04903114745015996,0.0
9.117422e-06,0.535759909118869,0.0
0.0010581283,0.5994155013936067,0.0
5.6880795e-06,0.8587692452730793,0.0
0.009974526,0.5746535738889591,0.0
6.9119046e-06,0.0012292814758970573,0.0
1.6230968e-06,0.5070160376645354,0.0
2.1098756e-05,0.1910356386049895,0.0
2.29192e-06,0.3173494250477422,0.0
7.3356915e-07,0.1517341018002108,0.0
4.152004e-06,0.34904851724812813,0.0
7.4624504e-06,0.23372660325444117,0.0
6.0113252e-05,0.15982866617601546,0.0
1.7687214e-05,0.1688083003407089,0.0
3.3885076e-06,0.16923369762041196,0.0
4.3618893e-06,0.09030206974670359,0.0
1.9722127e-05,0.7225841771115595,0.0
2.2779761e-06,0.469813909182722,0.0
1.0246521e-07,0.5777040550738474,0.0
2.5208417e-05,5.556523621733931,0.0
2.1723213e-06,0.2471216481837462,0.0
2.948714e-06,0.49764845851798206,0.0
0.000113570575,0.4485839432187553,0.0
2.3090452e-05,0.03138081148571329,0.0
7.460843e-05,1.054527457966708,0.0
0.0057509583,0.12202017618349717,0.0
0.00049975293,0.8099497286155871,0.0
0.011834342,1.7300149881150937,0.0
0.78521866,1.2094365057437615,0.0
0.118837096,1.4093317749011152,0.0
0.54833317,1.4650750296190405,0.0
0.9858458,0.8980225959351671,0.0
0.99160767,1.052849618155988,0.0
0.042464007,0.5563649826521804,0.0
0.010095857,0.4401619850663669,0.0
0.57103264,0.564263359063323,0.0
0.9511651,0.5003562946140058,0.0
0.4118207,0.3703602706888959,0.0
0.00092262134,1.0374046320764307,0.0
0.99999994,1.5637853544834364,0.0
0.9982291,1.5084106153842163,0.0
0.8741659,0.4152070618080937,0.0
0.8427404,1.5293002997925909,0.0
0.22138453,1.2652797655527799,0.0
0.3615743,1.4719097629786053,0.0
0.9475578,0.5268321601519373,0.0
0.6821573,0.8784663681589361,0.0
0.3180284,0.885660518480414,0.0
0.00024004572,1.0957325171801644,0.0
5.9565027e-06,1.457138575953551,0.0
2.3805733e-09,0.5284646057266503,0.0
5.566074e-05,0.743019641488853,0.0
0.0008590545,1.3665173662319159,0.0
0.99577266,3.155328376921702,0.0
0.996382,0.8725651116298047,0.0
0.021792999,0.2256825663783363,0.0
0.86529875,0.06962167073005,0.0
0.00021614158,1.04652567470921,0.0
0.041161537,1.1103036119262164,0.0
0.04840734,0.827119966748299,0.0
0.9999532,0.9855064850312057,0.0
0.99998003,1.3153230813191472,0.0
0.18416786,0.9214939476941314,0.010002128731324783
0.9436777,1.1967986443646217,0.0
0.9984741,0.6235043709661642,0.0
0.026357071,0.35610009660178726,0.0
0.053225424,0.08207051017207903,0.0
0.07925189,0.06509467996192317,0.0
0.0018600267,0.31494106417762774,0.0
0.7349552,0.24320177405259613,0.0
0.003996302,0.2728710623626723,0.0
7.2323135e-05,0.0629471288235114,0.0
0.01466183,0.15748439781862045,0.0
0.0014862255,0.22703352939638344,0.0
0.00023692062,0.19030067058361821,0.0
2.866488e-05,0.6113225151795001,0.0
0.002672452,0.5480249634804362,0.0
0.002924825,0.4533801156115074,0.0
0.000109493536,0.6665053001653067,0.0
6.878366e-05,0.18494064614005054,0.0
6.0947565e-05,0.9106722920886652,0.0
0.00010994731,1.0126279844577917,0.0
1.9157049e-05,0.8421687881772597,0.0
0.00031974944,0.5033825090794878,0.0
0.5625783,0.36611466092601025,0.0
0.26345122,0.31186157486690547,0.0
0.09892481,0.163189625117064,0.0
0.009549865,0.8232804166258327,0.0
0.5087155,1.092228707472339,0.0
0.017208517,2.28806050389427,0.0
0.23729368,6.339978620374269,0.0
0.0036258367,7.078004608571677,0.0
0.010671172,7.155352122344231,0.0
0.13192545,6.850151772893349,0.0
0.9060834,6.611502338862927,0.0
0.07198635,3.878281130448388,0.0
0.049386904,3.370977746384411,0.0
0.044478275,2.2545863641684836,0.0
0.2763769,3.088736435311414,0.0
0.02891719,2.4852696305909405,0.0
0.06244601,2.9064827742486137,0.0
0.00055907853,3.3569571317254936,0.0
0.00013968561,4.581915742930269,0.0
0.2936349,4.309497471734114,0.0
0.4848333,3.9634348413962273,0.0
0.9977762,3.1831795928491284,0.0
0.9653061,1.7617538506557717,0.0
0.13500164,1.6608871437495047,0.0
0.10645605,2.224154595202981,0.0
0.90688324,1.4775620321015526,0.002276838727152726
0.0009579695,0.5092997852101326,0.0
0.058948785,0.4910410406090775,0.0
0.14113104,0.5403358071782761,0.0
0.8171498,0.8393366262255123,0.0
0.56619436,0.9128014869212703,0.0
0.019828973,1.521558868899421,0.0
0.00028624374,1.6804719504447136,0.0
0.4968282,2.0523257143513254,0.0
0.018342176,2.1631820200691187,0.0
0.0037710348,2.0486482392139314,0.0
0.31730828,2.020377945414279,0.0
0.00268107,1.881394217899554,0.0
0.00695922,2.055651361839102,0.0
0.0008117255,1.7010495831501484,0.0
0.0010712014,1.627929745160476,0.0
0.118653834,1.6524706516764374,0.0
0.0005581691,1.8667867767369533,0.0
0.0022266407,1.5788152408210987,0.0
0.005796357,1.82037967763247,0.0
0.0012735274,2.580779684504689,0.0
8.677981e-05,3.1846497724344847,0.0
2.3590048e-05,3.9839489704915985,0.0
0.012688044,6.972737504109846,0.0
0.02309173,10.709415607724189,0.0
0.005566764,10.739245043311874,0.0
0.9780052,10.489035288172389,0.0
0.0011301602,10.581031612354968,0.0
0.0005603485,9.403451070344724,0.0
0.0012125873,8.893611214103084,0.0
0.0002706685,9.321241535154007,0.0
0.00016013045,8.971571447795649,0.0
0.0025419046,8.62943362625628,0.0
0.024306454,8.394685555818981,0.0
0.57616496,8.529439498163004,0.0
0.42571115,9.534588533979838,0.0
0.8134629,8.47401129619506,0.0
8.760528e-05,10.196535052595532,0.0
0.055069122,10.896454260889511,0.0
0.0038564936,10.607054818885917,0.0
6.8580164e-05,9.0351627731279,0.0
0.00018307658,8.512202310971784,0.0
8.651812e-05,7.490698290667337,0.0
0.00022631782,6.397704597692147,0.0
0.00035284914,5.934266262088715,0.0
0.0018029048,5.7166025752127325,0.0
7.816491e-05,5.806313292867261,0.0
2.6490265e-05,5.4254885946498135,0.0
0.0006370477,6.036882851868184,0.0
0.0045314436,5.830295041438317,0.0
0.0027530089,5.798576702761013,0.0
0.01169376,5.943348161590718,0.0
0.00024043235,5.662938062040567,0.0
0.0007285381,5.6300703423464284,0.0
0.014391896,5.482420869754035,0.0
0.0038564624,5.5763359047393415,0.0
0.002021958,5.519460879094299,0.0
0.0008070816,5.4539632157184075,0.0
8.940329e-05,3.842784536031263,0.0
4.714792e-06,0.4320199648349725,0.0
0.00034762392,8.808821965954996,0.0
0.00049237005,13.189079422487806,0.0
0.0011925481,23.895845842574484,0.0
0.00032471624,26.432214669823818,0.0
0.0069312686,31.471475495177728,0.0
0.0019151998,32.73268229103323,0.0
0.06401378,34.27473822180982,0.0
0.07271034,35.103401258790335,0.0
0.07914736,36.50027443547344,0.0
0.06269313,36.93644614958886,0.0
0.010103117,33.441236692547484,0.0
0.007187177,32.15064094801763,0.0
0.006867324,33.92019306335671,0.0
2.2190625e-07,37.11505549818225,0.0
4.4067687e-07,33.817322219217374,0.0
4.141204e-06,145.80921864725616,0.0
4.0674408e-07,147.23545491028003,0.0
1.1244017e-05,46.979438531903625,0.0
1.2073403e-06,34.752215978091016,0.0
0.00012918672,35.36526855926491,0.0
1.0430669e-05,146.1703769361073,0.0
1.3712998e-06,35.27533197170825,0.0
0.00028360332,34.50875551904028,0.0
6.0428676e-05,34.730096453560265,0.0
1.5656327e-06,34.57207007971937,0.0
3.3672586e-05,34.43500403967321,0.0
3.152608e-06,33.88212446995733,0.0
9.734191e-05,33.51679621859586,0.0
1.1106157e-05,35.24614183517497,0.0
2.0095074e-05,146.41917355407853,0.0
8.418192e-05,147.401715625231,0.0
2.3590871e-06,32.75409065646719,0.0
0.0005604222,32.85056943176116,0.0
2.0258223e-05,33.71125163223539,0.0
0.0004194445,33.29514821087535,0.0
2.2670813e-06,33.60724611454311,0.0
2.0612279e-07,33.307011202236914,0.0
0.00017301046,24.250164561457655,0.0
0.43530163,18.66182608868726,0.0
0.2944378,7.541454596085352,0.0
0.8816152,2.0456079017434785,0.0
0.99998266,0.38405335871190616,0.0
0.93791384,1.383092307451151,0.0
0.00010687552,2.464076246978669,0.0
0.00017097773,0.12925619119876264,0.0
0.0001860955,0.9573437358225014,0.0
0.00050194137,1.4629528658906943,0.0
5.3700683e-06,1.4230042249691397,0.0
5.6540193e-05,1.2835583368409522,0.0
0.00016347173,0.9556682644248337,0.0
